AccountId_ref,ChargeMap__c,Product__c,Name,LineDescription__c,BillingSchedule__c,Term__c,Quantity__c,Sales_unit_price__c,Amount__c,Status__c,StartDateRevRec__c,End_date__c,CurrencyIsoCode,PO_Required__c,Activated__c
001IV000015S2eQYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8j5YAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S50HYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8ijYAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTOYA0,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,6000,6000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S50MYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAGoYAO,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S6a5YAC,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RyL3YAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S50FYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S85mYAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2SWYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHPYA4,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S50GYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S50AYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S866YAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHyYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8j4YAC,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,3840,3840,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8jBYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SADrYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S85xYAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S507YAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SADoYAO,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1080,1080,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RyE1YAK,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S6VVYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S50CYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S85sYAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8igYAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHkYAO,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTMYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTWYA0,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SJXYYA4,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Biannual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHoYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S1XOYA0,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHuYAO,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHuYAO,,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SADsYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S9GHYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RewIYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTgYAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2eaYAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTiYAK,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2eWYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RewRYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,CONSTELLIUM MONTREUIL JUIGNE,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,LECTRA,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,TYCO ELECTRONICS,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,CONSTELLIUM NEUF BRISACH,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,DEVILLE GROUPE,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,FLANDRIA,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,GROUPE MARINE HARVEST KRITSEN - MOWI,Annual,In advance,1,4500,4500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,MC CAIN,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,DELPHARM (GAILLARD),Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,LATECOERE (Clic),Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,B BRAUN MEDICAL,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,PROCTER & GAMBLE AMIENS,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,PROCTER & GAMBLE BLOIS,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,ARCO,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,GOODYEAR DUNLOP TIRES France,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015MBzIYAW,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,PARAGON WESTERN EUROPE,Annual,In advance,1,8000,8000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RewOYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTaYAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8j6YAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RewBYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8iZYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2STYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RyDmYAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2eAYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8ixYAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8jAYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2SJYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S86FYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTZYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8iRYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8icYAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RxtaYAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,21000,21000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8iVYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTPYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015Rew7YAC,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S86CYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTNYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SADtYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SADtYAO,,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,600,600,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SADtYAO,,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,750,750,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8ikYAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8jCYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S85vYAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2SSYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RyDtYAK,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015l3aLYAQ,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4500,4500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015l3aLYAQ,,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1200,1200,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015l3aLYAQ,,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2eSYAS,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,2232,2232,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8j7YAC,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RewDYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHpYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,REMY MARTIN,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHpYAO,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,COINTREAU,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S6ZxYAK,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAHtYAO,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S861YAC,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RyE9YAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8iQYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8iQYAS,,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1200,1200,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RyE3YAK,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2eGYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015SAFjYAO,,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,3600,3600,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTdYAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S2eYYAS,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzTLYA0,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015RzThYAK,,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
001IV000015S8iPYAS,,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
