ChargeMap__c,Product__c,Name,LineDescription__c,BillingSchedule__c,Term__c,Quantity__c,Sales_unit_price__c,Amount__c,Status__c,StartDateRevRec__c,End_date__c,CurrencyIsoCode,PO_Required__c,Activated__c
a02ci00000Mob9YAAR,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9ZAAR,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9aAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9bAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9cAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,6000,6000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9dAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9eAAB,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9fAAB,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9gAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9hAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9iAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9jAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9kAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9lAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9mAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9nAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9oAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9pAAB,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,3840,3840,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9qAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9rAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9sAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9tAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9uAAB,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1080,1080,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9vAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9wAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9xAAB,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9yAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000Mob9zAAB,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA0AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA1AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA2AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA3AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Biannual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA4AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA5AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA6AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA6AAJ,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA7AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA8AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobA9AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAAAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobABAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobACAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobADAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAEAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,CONSTELLIUM MONTREUIL JUIGNE,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,LECTRA,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,TYCO ELECTRONICS,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,CONSTELLIUM NEUF BRISACH,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,DEVILLE GROUPE,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,FLANDRIA,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,GROUPE MARINE HARVEST KRITSEN - MOWI,Annual,In advance,1,4500,4500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,MC CAIN,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,DELPHARM (GAILLARD),Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,LATECOERE (Clic),Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,B BRAUN MEDICAL,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,PROCTER & GAMBLE AMIENS,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,PROCTER & GAMBLE BLOIS,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GyVFpYAN,Redevance d'utilisation - Tranche 25 ETP / EU canal indirect (facturation ETT) - Cas 1,ARCO,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,GOODYEAR DUNLOP TIRES France,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAFAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,PARAGON WESTERN EUROPE,Annual,In advance,1,8000,8000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAGAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAHAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAIAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAJAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAKAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobALAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAMAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobANAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAOAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAPAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAQAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobARAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobASAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobATAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAUAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAVAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,21000,21000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAWAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,5000,5000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAXAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAYAAZ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAZAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAaAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAbAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAbAAJ,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,600,600,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAbAAJ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,750,750,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAcAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAdAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAeAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAfAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAgAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAhAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4500,4500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAhAAJ,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1200,1200,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAhAAJ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAiAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,2232,2232,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAjAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAkAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAlAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,REMY MARTIN,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAlAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,COINTREAU,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAmAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAnAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAoAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobApAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAqAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAqAAJ,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1200,1200,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobArAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAsAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAtAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,3600,3600,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAuAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAvAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAwAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAxAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobAyAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
