ChargeMap__c,Product__c,Name,LineDescription__c,BillingSchedule__c,Term__c,Quantity__c,Sales_unit_price__c,Amount__c,Status__c,StartDateRevRec__c,End_date__c,CurrencyIsoCode,PO_Required__c,Activated__c
a02ci00000MobCbAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCcAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCcAAJ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCdAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCeAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCfAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCgAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobChAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCiAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1080,1080,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCjAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCkAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobClAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1600,1600,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCmAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCnAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCnAAJ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCoAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCpAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,6000,6000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCqAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCrAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCsAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,2232,2232,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCsAAJ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCtAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCuAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCvAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCwAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCxAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCyAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobCzAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD0AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD1AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD2AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD3AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD4AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD5AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD6AAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,10000,10000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD7AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD8AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobD9AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDAAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDBAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDCAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDDAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDEAAZ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,2232,2232,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDFAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,7000,7000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDGAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDGAAZ,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1800,1800,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDGAAZ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDHAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDHAAZ,01tIV00000GOfPFYA1,Maintenance SSO,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDHAAZ,01tIV00000GOfPAYA1,Licence BI - Consultation,,Annual,In advance,1,1200,1200,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDIAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDJAAZ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1200,1200,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDKAAZ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,4120,4120,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDLAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDMAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDNAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDOAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDPAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDQAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDRAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDSAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDTAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDUAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Biannual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDVAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,5500,5500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDWAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDXAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2500,2500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDYAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDZAAZ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDaAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDbAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDcAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDdAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDeAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDfAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDgAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDhAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDiAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDjAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDkAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDlAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDmAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,8000,8000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDnAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDoAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDpAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDqAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDrAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDsAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDtAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDuAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,6000,6000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDvAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDwAAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDxAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4500,4500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDyAAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,2200,2200,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobDzAAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE0AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE1AAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE2AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE3AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE4AAJ,01tIV00000GOfP6YAL,Redevance d'utilisation - ETP EU,,Annual,In advance,1,4200,4200,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE5AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE6AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE7AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE8AAJ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobE9AAJ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,3500,3500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEAAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEBAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobECAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1500,1500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEDAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,6000,6000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEEAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEFAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEGAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEHAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEIAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,2000,2000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEJAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,1000,1000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEKAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,500,500,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobELAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,4000,4000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobEMAAZ,01tIV00000GOfP1YAL,Redevance d'utilisation - Tranche 25 ETP - Cas 1,,Annual,In advance,1,7000,7000,Backlog,2026-01-01,2026-12-31,EUR,false,false
a02ci00000MobENAAZ,01tIV00000GyVCbYAN,Redevance d'utilisation - Tranche 25 ETP - Cas 2,,Annual,In advance,1,3000,3000,Backlog,2026-01-01,2026-12-31,EUR,false,false
