AccountId,RecordTypeId,Name,StageName,CloseDate,Activity__c,Offer__c,CurrencyIsoCode,ChannelType__c
001IV000015RewOYAS,012IV000001jKlBYAU,AUBIN IMPRIMEUR - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTaYAK,012IV000001jKlBYAU,BRANDT FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8j6YAC,012IV000001jKlBYAU,VOLKSWAGEN GROUP FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewBYAS,012IV000001jKlBYAU,ONDULYS (VPK Group) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iZYAS,012IV000001jKlBYAU,GROUPE SYLVAGREG (ICARE) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2STYA0,012IV000001jKlBYAU,GHM - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDmYAK,012IV000001jKlBYAU,GROUPE MAINE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eAYAS,012IV000001jKlBYAU,PIERRE FABRE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8ixYAC,012IV000001jKlBYAU,ABB FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8jAYAS,012IV000001jKlBYAU,INTERFORUM - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2SJYA0,012IV000001jKlBYAU,RD ANGERS (ex KEOLIS ANGERS) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S86FYAS,012IV000001jKlBYAU,ROSSIGNOL (GROUPE) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTZYA0,012IV000001jKlBYAU,CHEDDITE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iRYAS,012IV000001jKlBYAU,GROUPE GALLAUD - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8icYAC,012IV000001jKlBYAU,PRODUITS BERGER SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RxtaYAC,012IV000001jKlBYAU,NORAC GROUPE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iVYAS,012IV000001jKlBYAU,SNF WATER - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTPYA0,012IV000001jKlBYAU,DIRICKX - (PICOT) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015Rew7YAC,012IV000001jKlBYAU,ATS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S86CYAS,012IV000001jKlBYAU,EDA - (Ets GEORGES DAVID) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTNYA0,012IV000001jKlBYAU,AKWEL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SADtYAO,012IV000001jKlBYAU,GERFLOR GROUPE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8ikYAC,012IV000001jKlBYAU,ALFA LAVAL GOLBEY (ex : FIVES CRYO) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8jCYAS,012IV000001jKlBYAU,DIMOTRANS GROUP - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S85vYAC,012IV000001jKlBYAU,FARMEA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2SSYA0,012IV000001jKlBYAU,WAVIN SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDtYAK,012IV000001jKlBYAU,CSM FRANCE sas - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015l3aLYAQ,012IV000001jKlBYAU,FRESENIUS KABI FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eSYAS,012IV000001jKlBYAU,FMC FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8j7YAC,012IV000001jKlBYAU,FEDERAL MOGUL OPERATIONS FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewDYAS,012IV000001jKlBYAU,MBS ASSOCIATION - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHpYAO,012IV000001jKlBYAU,REMY COINTREAU GROUPE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6ZxYAK,012IV000001jKlBYAU,ABRISUD - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHtYAO,012IV000001jKlBYAU,LOC MARIA BISCUITS (GROUPE) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S861YAC,012IV000001jKlBYAU,UNIVERSITE CATHOLIQUE DE L'OUEST - (ASS ST-YVES - UCO) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyE9YAK,012IV000001jKlBYAU,PARKER HANNIFIN MANUFACTURING FRANCE SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iQYAS,012IV000001jKlBYAU,CHEMVIRON sas - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyE3YAK,012IV000001jKlBYAU,COLUMBIA SPORTSWEAR - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eGYAS,012IV000001jKlBYAU,SWISS KRONO - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAFjYAO,012IV000001jKlBYAU,LE TELEGRAMME - MORLAIX - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTdYAK,012IV000001jKlBYAU,LINDAL FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eYYAS,012IV000001jKlBYAU,BALL AEROSOL PACKAGING - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTLYA0,012IV000001jKlBYAU,SAINT JEAN INDUSTRIES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzThYAK,012IV000001jKlBYAU,CROWN BEVCAN FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iPYAS,012IV000001jKlBYAU,C&K COMPONENTS SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8ibYAC,012IV000001jKlBYAU,ESTIVIN GROUPE (EGHF) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAI7YAO,012IV000001jKlBYAU,HM CLAUSE - (LIMAGRAIN GROUP) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eXYAS,012IV000001jKlBYAU,SARREL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDgYAK,012IV000001jKlBYAU,BASF AGRIPRODUCTION - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8inYAC,012IV000001jKlBYAU,COFEL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S85jYAC,012IV000001jKlBYAU,MEWA (C&S) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAFhYAO,012IV000001jKlBYAU,INTERNATIONAL PAPER France - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAFaYAO,012IV000001jKlBYAU,MAVIC GROUP - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTRYA0,012IV000001jKlBYAU,MINITUBES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S509YAC,012IV000001jKlBYAU,SACMI - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SADpYAO,012IV000001jKlBYAU,DAREGAL sas - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S86AYAS,012IV000001jKlBYAU,HARIBO - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S4lCYAS,012IV000001jKlBYAU,LINDT ET SPRUNGLI - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAFcYAO,012IV000001jKlBYAU,METALOR TECHNOLOGIES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAI8YAO,012IV000001jKlBYAU,MERSEN - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyL1YAK,012IV000001jKlBYAU,UPSA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eDYAS,012IV000001jKlBYAU,FIELDTURF TARKETT - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iWYAS,012IV000001jKlBYAU,LA REDOUTE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eLYAS,012IV000001jKlBYAU,IMERYS SA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eIYAS,012IV000001jKlBYAU,QUADIENT FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8nNYAS,012IV000001jKlBYAU,GINDRE GROUPE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6ZzYAK,012IV000001jKlBYAU,ERIDIUM GROUPE - (SOFLACOBAT) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8ivYAC,012IV000001jKlBYAU,KELIAS ( ex LACROIX CITY SAINT HERBLAIN) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAIAYA4,012IV000001jKlBYAU,SAVOY MOULAGE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2SLYA0,012IV000001jKlBYAU,DE NEUVILLE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2SPYA0,012IV000001jKlBYAU,QUALIFORM - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50NYAS,012IV000001jKlBYAU,AXE GROUP - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewLYAS,012IV000001jKlBYAU,GATES SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S85nYAC,012IV000001jKlBYAU,KALISTRUT AEROSPACE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDsYAK,012IV000001jKlBYAU,NOBEL PLASTIQUES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eJYAS,012IV000001jKlBYAU,LABORATOIRE CHAUVIN - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iuYAC,012IV000001jKlBYAU,KUHN - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S86GYAS,012IV000001jKlBYAU,SEALED AIR SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDyYAK,012IV000001jKlBYAU,WKW FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8j1YAC,012IV000001jKlBYAU,LFB BIOMEDICAMENTS (GROUPE) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTUYA0,012IV000001jKlBYAU,LIOTARD - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RhU3YAK,012IV000001jKlBYAU,D MEDICA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewFYAS,012IV000001jKlBYAU,MAISON COLIBRI - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2ePYAS,012IV000001jKlBYAU,FLIP SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50RYAS,012IV000001jKlBYAU,METSO FRANCE SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHwYAO,012IV000001jKlBYAU,CETIH DEVELOPPEMENT - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RuolYAC,012IV000001jKlBYAU,MHCS - (LVMH) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RuomYAC,012IV000001jKlBYAU,HENNESSY - (LVMH) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8idYAC,012IV000001jKlBYAU,MAITRES LAITIERS DU COTENTIN - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S85yYAC,012IV000001jKlBYAU,JM BRUNEAU - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50BYAS,012IV000001jKlBYAU,GEORGES HELFER - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eBYAS,012IV000001jKlBYAU,OLICHON GROUPE (TSO ...) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyE7YAK,012IV000001jKlBYAU,EUROCOUSTIC - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyE6YAK,012IV000001jKlBYAU,SEPR - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50JYAS,012IV000001jKlBYAU,SGGSMI - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8j8YAC,012IV000001jKlBYAU,ORANGINA SUNTORY FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6a8YAC,012IV000001jKlBYAU,BIO HABITAT - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S863YAC,012IV000001jKlBYAU,FENETREA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTbYAK,012IV000001jKlBYAU,FPT POWERTRAIN TECHNOLOGIES FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTVYA0,012IV000001jKlBYAU,RICOH FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RvVPYA0,012IV000001jKlBYAU,NESTLE PURINA PETCARE AUBIGNY - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyKzYAK,012IV000001jKlBYAU,BOEHRINGER INGELHEIM - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewPYAS,012IV000001jKlBYAU,BARILLA ST VULBAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SJXRYA4,012IV000001jKlBYAU,ITRON MASSY - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8ieYAC,012IV000001jKlBYAU,PERNOD RICARD FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S4lEYAS,012IV000001jKlBYAU,WURTH FRANCE SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50EYAS,012IV000001jKlBYAU,L&L PRODUCTS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8ihYAC,012IV000001jKlBYAU,IESEG - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDnYAK,012IV000001jKlBYAU,SEYFERT SAS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015Rew9YAC,012IV000001jKlBYAU,MOULINS BOURGEOIS (DE VERDELOT) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50IYAS,012IV000001jKlBYAU,NICOMATIC - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2e7YAC,012IV000001jKlBYAU,SOCIETE GENERALE TECHNIQUE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6ZwYAK,012IV000001jKlBYAU,JELD WEN USSEL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyDhYAK,012IV000001jKlBYAU,DSP - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50DYAS,012IV000001jKlBYAU,SOCAMAINE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewJYAS,012IV000001jKlBYAU,CENEXI HSC - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewQYAS,012IV000001jKlBYAU,GROUPE D'AUCY UNION FERMIERE MORBIHANNAISE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iyYAC,012IV000001jKlBYAU,EOLIANCE (ex : QUINOA GROUP SOTIS) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTfYAK,012IV000001jKlBYAU,BARBIER GROUPE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2SOYA0,012IV000001jKlBYAU,BAUMER BOURDON HAENNI (PME) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S50PYAS,012IV000001jKlBYAU,LHH - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S85qYAC,012IV000001jKlBYAU,GREENYARD - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHQYA4,012IV000001jKlBYAU,CAMUS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAFdYAO,012IV000001jKlBYAU,STOKOMANI - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAFbYAO,012IV000001jKlBYAU,GROUPE STRADAL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHSYA4,012IV000001jKlBYAU,SPS FRANCE & BENELUX - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2e9YAC,012IV000001jKlBYAU,JMI HOLDING - (CRUSTA C) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHnYAO,012IV000001jKlBYAU,KOYO BEARINGS - (JTEKT) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewAYAS,012IV000001jKlBYAU,NEFAB PACKAGING - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RyL2YAK,012IV000001jKlBYAU,RADIALL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015Rew6YAC,012IV000001jKlBYAU,LEMOINE FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAI1YAO,012IV000001jKlBYAU,GRUPO ANTOLIN BESANCON - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHvYAO,012IV000001jKlBYAU,GRUPO ANTOLIN VOSGES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iSYAS,012IV000001jKlBYAU,TECHNOFLEX - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RzTYYA0,012IV000001jKlBYAU,STREIT GROUPE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S86HYAS,012IV000001jKlBYAU,DELTA DORE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHlYAO,012IV000001jKlBYAU,EPHIGEA GRAIN DE MALICE sasu - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eVYAS,012IV000001jKlBYAU,EUROPEENNE DE CONDIMENTS - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAHzYAO,012IV000001jKlBYAU,HAMELIN GROUPE (FINHAM) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6a0YAC,012IV000001jKlBYAU,CONDAT - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S2eRYAS,012IV000001jKlBYAU,CHRYSO FRANCE (ex GCP PRODUITS DE CONSTRUCTION) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAI2YAO,012IV000001jKlBYAU,ARAYMOND FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAI3YAO,012IV000001jKlBYAU,ARAYMOND FLUID CONNECTION - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SAI4YAO,012IV000001jKlBYAU,ARAYMOND LIFE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8jDYAS,012IV000001jKlBYAU,CAISSE D'EPARGNE RHONE ALPES - (C&S) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S8iaYAC,012IV000001jKlBYAU,LISI AEROSPACE (LES FORGES DE BOLOGNE) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewHYAS,012IV000001jKlBYAU,ARMOR PROTEINES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RKNcYAO,012IV000001jKlBYAU,VISHAY - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6a1YAC,012IV000001jKlBYAU,FINE LAME - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015RewEYAS,012IV000001jKlBYAU,UCELIA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S85oYAC,012IV000001jKlBYAU,LES ZELLES - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6a2YAC,012IV000001jKlBYAU,EGDC - (GMR INVESTISSEMENT) - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S6a3YAC,012IV000001jKlBYAU,YABON VERNEUIL - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV00001OqxYmYAJ,012IV000001jKlBYAU,APERAM ALLOYS AMILLY - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015S542YAC,012IV000001jKlBYAU,IKEA - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
001IV000015SCZCYA4,012IV000001jKlBYAU,LIEBHERR FRANCE - C&S - 2026,Closed - Won,2026-01-01,Pixid FR,Pack C&S,EUR,Direct
